headword,pos,level,sentence,source_grammar_lesson_id
surgeon,noun,B1,What was the doctor's job? He was a surgeon.,135
ideology,noun,B2,The government has just announced a new policy based on its core ideology.,160
schoolgirl,noun,B2,What kind of adventures has the young schoolgirl been having lately?,163
claustrophobic,adjective,C1,She felt uncomfortably claustrophobic with so few people crammed into the tiny elevator.,32
prize,noun,B1,She spoke about the prize she won.,128
facilitate,verb,B2,The new software will facilitate communication between departments.,143
release,verb,B1,The bird suddenly released from the hunter's hand.,130
latest,adjective,A2,"You're reading the latest book by that author, aren't you?",77
summarily,adverb,C2,The committee summarily dismissed the proposal.,155
firm,verb,C1,We are firming up our travel plans for the summer vacation.,72
pilot,noun,A2,The pilot won't fly the plane tomorrow.,79
everyone,pronoun,A1,How many people are in the room? Everyone is here.,56
bow,verb,B2,The magician bowed low to the audience.,155
depth,noun,B1,We explored the ocean's great depth.,123
heavy,adjective,A1,What heavy coat do you like?,54
strain,verb,B2,"You've been trying to strain the pasta, haven't you?",165
wearisome,adjective,B2,"If the journey wasn't so wearisome, we would have arrived by now.",139
sedate,adjective,C1,"The upcoming gala will be quite sedate, won't it?",83
skeleton,noun,B1,The museum didn't display the dinosaur skeleton.,132
proprietorial,adjective,C2,"She had a proprietorial air, as if she had brought the entire company into existence herself.",149
female,noun,B2,The award has been given to a deserving female.,166
nostalgically,adverb,C2,She looked nostalgically at the old photographs.,148
reenact,verb,C1,Is there a historical event the museum plans to reenact this summer?,38
opposite,noun,B1,He wasn't the opposite of what we expected.,134
surrender,verb,B2,The enemy refused to surrender.,157
landslide,noun,B2,What kind of victory did the election result in? A landslide.,163
pioneer,noun,C1,What colour is the pioneer's flag?,22
bottle,verb,B2,The baby was finally able to bottle feed himself.,159
entrance,noun,A2,Can you show me the main entrance?,86
carelessly,adverb,B1,My brother carelessly dropped the vase.,136
remedial,adjective,C1,The student doesn't need any remedial help with that subject.,58
aspire,verb,B2,Such great achievements are not aspired to by everyone.,157
stray,noun,C1,"The neighbour's tabby cat, a known stray, has been living in our shed for weeks.",164
indignantly,adverb,C2,What did you say indignantly?,163
surname,noun,A2,"When I fill in the form, I will write my surname.",103
greenhouse,noun,B1,My grandfather was a gardener who had a small greenhouse.,122
apartment,noun,A2,My new apartment is smaller than my old one.,106
paternal,adjective,C1,"She's inheriting her paternal grandmother's extensive library, isn't she?",77
suddenly,adverb,B1,He suddenly woke up from a bad dream.,128
wife,noun,A1,Does your wife like coffee?,59
forecast,noun,B1,The weather forecast showed rain.,117
steep,adjective,B1,The hill we climbed was very steep last week.,119
stop,verb,A1,Let them stop crying.,47
sexy,adjective,B2,The vintage car looks really sexy after its restoration.,141
blend,verb,B1,My old clothes didn't blend in with the new style.,134
obscurely,adverb,C1,"Don't speak so obscurely, or we'll never understand your intentions.",44
faction,noun,C1,The discontented faction's demands were ultimately ignored.,159
further,adjective,A2,Can you tell me further details about the plan?,86
excitedly,adverb,B1,She ran excitedly to open the door.,125
curiously,adverb,B1,She curiously rang the old bell.,124
private,adjective,A2,I won't share my private photos online.,79
has,have-verb,A1,A dog has a bone in a small box.,35
revenge,noun,B2,The long-lost brother vowed his revenge would be swift.,147
firm,adjective,B1,He dreamt of a firm grip on his own destiny.,126
crash,verb,B1,The car crash into the wall.,124
disappoint,verb,B1,The bad weather did not disappoint our plans.,120
duty,noun,B1,He felt it was his duty to help.,131
electronically,adverb,B2,Have you sent any documents electronically recently?,172
circulate,verb,C1,There are no rumors allowed to circulate within the office.,40
retailer,noun,B2,The famous fashion retailer had been struggling with online sales for months.,151
indefinite,adjective,C1,"The duration of the project became more indefinite, then the most indefinite part of the entire undertaking.",107
collector,noun,B2,The stamp collector brought out his rarest finds.,149
generally,adverb,B1,People generally spoke with less urgency back then.,128
deposit,noun,B1,She felt a large deposit of sand in her shoe.,120
bean,noun,A1,This is a bean.,9
twist,verb,B1,What did he do with the rope to tie the boat? He decided to twist it.,135
risk,verb,B2,"If she didn't risk her reputation, she wouldn't have gotten the promotion.",139
production,noun,A2,The artist must organize the film production.,94
unfamiliar,adjective,B2,She has chosen to learn an unfamiliar language to expand her career prospects.,167
contract,verb,C1,Can you contract a specific muscle group on demand?,86
manufacture,verb,B2,The goods have now been manufactured in our new factory.,166
temper,noun,B1,He lost his temper yesterday.,125
boxer,noun,B2,The champion boxer was cheered loudly by the crowd.,156
paradise,noun,B1,We found our own little paradise last summer.,119
discredit,verb,B2,Have you seen any reports that try to discredit his findings?,162
trial,noun,B2,Has anyone mentioned the new product trial?,172
upon,preposition,A2,The tallest building stands upon the hill.,106
surprised,adjective,A2,Can you be surprised by the news?,86
antidote,noun,C2,Her kind words were an antidote to his bad mood.,159
microscope,noun,B2,They haven't got a microscope for the science project.,11
diving,noun,B1,My first time diving felt amazing.,117
bombing,noun,B2,The country will have to deal with the aftermath of the bombing.,140
enormous,adjective,A2,He is painting an enormous picture.,71
handball,noun,B1,Who was playing handball?,137
toilet,noun,A1,She showed me the toilet.,46
oddity,noun,C1,She may overlook this particular oddity in his behavior.,96
prefect,noun,B2,The prefect's duties were carefully explained to the new student.,156
hook,noun,B2,I've never experienced such a compelling story that really had me on the hook.,161
fearsome,adjective,B2,The shadows in the forest will be made more fearsome by the moon's absence.,146
mogul,noun,B2,The tech mogul was granted permission to build his new headquarters.,142
third person,noun,B2,Your request will be handled by a third person.,146
commodity,noun,C2,This precious metal has long been considered a valuable commodity.,166
being,noun,A2,I am enjoying this being a relaxing afternoon.,70
competitive,adjective,B1,She sang a competitive song at the talent show.,124
shoplift,verb,B2,Have you ever witnessed anyone shoplift in that store?,162
obstacle,noun,B1,My doubt was an obstacle that we dealt with.,126
fourteen,number,A1,Whose books are those fourteen?,55
blurb,noun,C2,I have just finished reading the book's blurb.,160
practice,noun,A1,There is a lot of practice for me.,36
meditation,noun,B1,"You tried meditation before, didn't you?",138
path,noun,A2,Who must follow the path?,94
champion,noun,B1,He was the marathon champion.,116
entertainer,noun,B1,She was a famous entertainer in her youth.,122
fascinating,adjective,A2,What kind of book can you read? A fascinating book.,87
unwise,adjective,B2,Leaving valuables unattended in a crowded place can be unwise.,147
yellow,noun,A1,It's a yellow car.,2
project,verb,B2,The new marketing campaign was projected to increase sales by 15%.,145
individuality,noun,C1,What has the artist cultivated in her work besides technical skill? She has cultivated a profound sense of individuality.,18
fry,verb,B1,I fry an egg for breakfast every morning.,116
altruistic,adjective,C1,They have decided to dedicate their lives to more altruistic pursuits.,167
December,noun,A1,How many days are in December?,56
uncharacteristic,adjective,B2,"His sudden outburst of anger was uncharacteristic, and he immediately felt ashamed.",150
recreation,noun,B2,"The park offers many options for outdoor recreation, and I have always enjoyed them.",151
analyze/analyse,verb,B1,"You didn't analyze the data properly, did you?",138
marketing,noun,B2,We intend to increase our marketing efforts next quarter.,168
elementary,adjective,A1,Where do you go for elementary school?,52
obscure,adjective,C1,She can find her way through even the most obscure historical texts.,84
pleased,adjective,A2,I am pleased to see you.,87
torment,verb,C1,My conscience often seems to torment me with past mistakes.,45
organize/organise,verb,A2,What can we organize for the party?,87
championship,noun,A2,We may watch the championship on TV.,99
attack,noun,A2,The village must prepare for the animal attack.,99
mobile,adjective,A2,You mustn't use your mobile phone in the library.,91
mess,noun,B1,What a mess that room was after the party!,135
debut,noun,C1,Who was the star of the show at their team's championship debut?,137
suppress,verb,B2,Was the information deliberately suppressed?,158
aptitude,noun,C2,"She has a natural aptitude for learning languages, having already spoken three fluently by age ten.",154
unexcused,adjective,C2,His absence was unexcused because he had flown to another country without telling anyone.,155
south,adverb,A2,We must walk south.,94
romper,noun,C2,I have never worn a romper to a wedding.,161
squash,verb,B2,I've never learned to properly squash grapes for wine.,161
smile,verb,B1,She smiled when she saw her friends.,114
